Y,X,fid,OID_,UIDENTSTLAE,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstStrassenzustand,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,PLST,OBJECTID,UIDENTSTLA,IstSonstig,LICHT,STRZUSTAND,OBJECTID_1,layer,path
6891557.73733717,1496871.97409534,1860,235988,"11230127110000087541",11,0,2,2,2023,1,9,6,3,5,2,0,1,true,true,false,false,false,false,801753.0928,5826263.9794,13.4466297270001,52.502821779,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891217.91086689,1496485.82281178,2160,236288,"11230113110000037091",11,0,2,2,2023,1,17,6,3,0,5,2,1,false,false,false,true,false,true,801530.5481,5826042.9279,13.443160871,52.5009634850001,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891550.046392,1496881.58274851,2394,236522,"11230104110000004941",11,0,2,2,2023,1,15,4,3,5,2,1,1,true,true,false,false,false,false,801759.2356,5826259.6663,13.446716043,52.5027797230001,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891522.06144248,1496882.77119539,3616,238036,"11230217110000059891",11,0,2,2,2023,2,19,6,3,5,2,2,1,true,true,false,false,false,false,801761.0091,5826242.7025,13.446726719,52.5026266940001,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891223.2564154,1496635.24629636,3627,238047,"11230217110000059921",11,0,2,2,2023,2,4,6,3,9,1,2,1,false,false,false,true,false,false,801621.3937,5826051.7906,13.4445031650001,52.500992717,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891206.87068929,1496385.9181329,3695,238115,"11230223110000079911",11,0,2,2,2023,2,10,5,3,5,2,0,0,true,false,false,false,true,false,801470.0883,5826032.4654,13.442263412,52.5009031120001,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891553.03619669,1496877.84720035,4229,238649,"11230517110000066581",11,0,2,2,2023,5,16,4,3,5,7,0,0,false,true,false,true,false,false,801756.8475,5826261.343,13.446682486,52.5027960720001,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891239.60633302,1496350.8479292,5081,239501,"11230422110000082131",11,0,2,2,2023,4,3,7,2,2,6,2,0,false,true,false,false,false,true,801447.4932,5826051.045,13.441948371,52.501082126,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891524.10596496,1496884.21133564,5377,239797,"11230414110000050311",11,0,2,2,2023,4,18,6,3,5,2,0,1,true,true,false,false,false,false,801761.8099,5826243.9992,13.446739656,52.5026378740001,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891513.54431122,1496876.77174276,6082,240502,"11230614110000060281",11,0,2,2,2023,6,6,4,3,5,3,0,0,true,false,false,false,false,false,801757.6731,5826237.3004,13.4466728250001,52.5025801200001,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891271.35846581,1496330.05712186,6342,240762,"11230607110000030631",11,0,2,2,2023,6,14,4,3,5,2,0,0,false,true,false,true,false,false,801433.6357,5826069.5631,13.441761604,52.501255761,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891553.897167,1496876.77163144,7440,241860,"11230719110000076771",11,0,2,2,2023,7,14,4,3,2,2,0,0,false,true,false,true,false,false,801756.1599,5826261.8258,13.4466728240001,52.50280078,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891340.65840888,1496745.65786539,7793,242213,"11230709110000081831",11,0,2,2,2023,7,3,1,2,6,4,2,0,false,false,true,false,false,true,801684.2677,5826127.2956,13.4454950090001,52.5016347220001,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891271.06734078,1496327.55655214,8232,242652,"11230629110000114611",11,0,2,2,2023,6,11,5,3,5,2,0,0,true,false,false,false,true,false,801432.123,5826069.2922,13.441739141,52.501254169,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891365.55497271,1496765.15625344,8461,242881,"11231005110000002131",11,0,2,2,2023,10,16,5,3,2,6,0,1,false,true,false,false,false,false,801695.2148,5826143.1602,13.4456701660001,52.5017708660001,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891253.100997,1496660.78131775,9078,243498,"11230914110000092421",11,0,2,2,2023,9,16,5,3,3,6,0,0,true,false,false,false,false,false,801635.8339,5826070.8894,13.44473255,52.5011559210001,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891206.87068929,1496385.9181329,10128,244548,"11231119110000074741",11,0,2,2,2023,11,5,1,2,5,2,2,1,true,true,false,false,false,false,801470.0883,5826032.4654,13.442263412,52.5009031120001,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891239.28869347,1496351.20392893,10339,244759,"11231111110000044001",11,0,2,2,2023,11,0,7,3,2,6,2,0,false,true,false,false,false,false,801447.722,5826050.8653,13.441951569,52.501080389,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891271.61118867,1496332.22607082,10736,245156,"11231027110000100321",11,0,2,2,2023,10,16,6,3,5,2,0,1,true,true,false,false,false,false,801434.9478,5826069.7981,13.441781088,52.501257143,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891351.23336782,1496753.93981286,10796,245216,"11231026110000079131",11,0,2,2,2023,10,15,5,3,2,6,0,1,false,true,false,false,false,false,801688.9175,5826134.0341,13.4455694070001,52.50169255,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891557.73733717,1496871.97409534,11371,246101,"11231225110000099811",11,0,2,2,2023,12,14,2,3,5,2,0,0,true,true,false,false,false,false,801753.0928,5826263.9794,13.4466297270001,52.502821779,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891358.86816474,1496759.91922799,12073,246826,"11231125110000106241",11,0,2,2,2023,11,18,7,3,2,6,2,1,false,true,false,false,false,false,801692.2746,5826138.8992,13.445623121,52.5017343000001,1,,,,,,,Unfälle2023 — unfallorte2023_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2023.gpkg|layername=unfallorte2023_linref
6891556.28623213,1496873.78704457,14305,233828,"11240202110000008480",11,0,2,2,2024,2,22,6,3,5,7,2,1,false,true,false,false,false,false,801754.2518,5826263.1656,13.4466460130001,52.5028138440001,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891208.72860823,1496383.72903511,15027,234754,"11240404110000026940",11,0,2,2,2024,4,20,5,3,6,4,2,1,false,true,true,false,false,false,801468.6848,5826033.5125,13.4422437470001,52.500913272,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891535.65460078,1496892.34611876,15727,235454,"11240305110000017000",11,0,2,2,2024,3,18,3,3,5,2,1,0,true,true,false,false,false,false,801766.3333,5826251.324,13.4468127320001,52.5027010250001,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891265.22198401,1496686.57382114,15795,235522,"11240302110000046100",11,0,2,2,2024,3,18,7,3,0,7,1,1,false,false,false,true,false,false,801651.0952,5826079.2257,13.4449642480001,52.501222204,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891230.32475306,1496430.23809572,16404,236131,"11240513110000049240",11,0,2,2,2024,5,8,2,3,9,1,0,0,false,true,false,false,false,false,801496.2144,5826048.3852,13.442661545,52.5010313700001,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891240.42027303,1496349.93577729,16796,236523,"11240430110000113960",11,0,2,2,2024,4,20,3,3,3,6,1,0,false,false,false,true,false,true,801446.9069,5826051.5055,13.441940177,52.5010865770001,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891525.2013757,1496884.98300235,17670,237397,"11240705110000024170",11,0,2,2,2024,7,21,6,3,5,2,1,0,true,true,false,false,false,false,801762.239,5826244.694,13.4467465880001,52.502643864,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891237.16670793,1496497.30808893,17738,237465,"11240703110000017150",11,0,2,2,2024,7,17,4,3,2,6,0,0,false,true,false,false,false,false,801536.8247,5826055.063,13.443264045,52.501068785,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891556.9272054,1496872.98632347,17814,237541,"11240701110000004300",11,0,2,2,2024,7,12,2,3,2,2,0,1,true,true,false,false,false,false,801753.7399,5826263.5251,13.44663882,52.5028173490001,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891234.102594,1496653.72254884,18595,238322,"11240609110000040870",11,0,2,2,2024,6,16,1,3,2,1,0,0,false,true,false,true,false,false,801632.245,5826059.0771,13.44466914,52.501052029,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891522.23407476,1496882.89275628,18601,238328,"11240609110000040650",11,0,2,2,2024,6,14,1,3,5,2,0,0,true,true,false,false,false,false,801761.0767,5826242.812,13.4467278110001,52.502627638,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891525.34273673,1496885.08241066,18769,238496,"11240604110000020110",11,0,2,2,2024,6,19,3,3,0,7,0,0,true,false,false,false,false,false,801762.2943,5826244.7836,13.446747481,52.5026446370001,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891541.71356771,1496859.83971425,19124,238851,"11240527110000106770",11,0,2,2,2024,5,17,2,3,2,2,0,0,true,true,false,false,false,false,801746.3003,5826253.7845,13.4465207220001,52.5027341570001,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891212.32503582,1496379.49199265,19273,239000,"11240523110000092060",11,0,2,2,2024,5,22,5,3,3,6,2,0,true,true,false,false,false,false,801465.9684,5826035.5392,13.442205685,52.5009329390001,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891375.53015126,1496772.96843266,19460,239187,"11240815110000053090",11,0,2,2,2024,8,12,5,3,3,6,0,0,true,false,false,false,false,false,801699.6008,5826149.5165,13.4457403440001,52.5018254140001,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891523.0123831,1496883.44089345,20236,239963,"11240717110000087280",11,0,2,2,2024,7,15,4,3,5,2,0,0,true,false,false,true,false,false,801761.3815,5826243.3056,13.4467327350001,52.502631894,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891332.43662016,1496739.21881208,20673,240400,"11240924110000080830",11,0,2,2,2024,9,17,3,3,0,7,0,1,false,false,false,true,false,false,801680.6526,5826122.0565,13.445437166,52.501589762,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891467.00125777,1496843.98781876,21470,241197,"11240902110000001500",11,0,2,2,2024,9,15,2,3,3,6,0,0,false,true,false,true,false,false,801739.4433,5826207.7803,13.446378322,52.5023256090001,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891541.41182622,1496860.47635042,21827,241554,"11240823110000071860",11,0,2,2,2024,8,9,6,3,5,2,0,0,false,false,false,false,true,true,801746.6995,5826253.625,13.4465264410001,52.5027325070001,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891216.54577032,1496364.36144746,22355,242082,"11241118110000044970",11,0,2,2,2024,11,6,2,3,5,3,1,0,false,true,false,false,false,false,801456.591,5826037.5364,13.442069765,52.50095602,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891271.06734078,1496327.55655214,22545,242272,"11241109110000022420",11,0,2,2,2024,11,1,7,3,5,2,2,0,true,true,false,false,false,false,801432.123,5826069.2922,13.441739141,52.501254169,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891539.78315387,1496877.16481188,23616,243343,"11241005110000008300",11,0,2,2,2024,10,16,7,3,5,2,0,0,false,true,false,false,false,false,801756.9287,5826253.2625,13.4466763560001,52.5027236010001,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891226.6575481,1496386.23817643,23630,243357,"11241005110000004930",11,0,2,2,2024,10,15,7,3,5,2,0,0,true,true,false,false,false,false,801469.542,5826044.5038,13.4422662870001,52.5010113160001,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891212.0874927,1496656.8018686,23960,244010,"11241228110000096470",11,0,2,2,2024,12,23,7,3,1,5,2,1,true,true,false,false,false,false,801634.9464,5826045.8121,13.4446968020001,52.50093164,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891540.12476174,1496863.189763,24561,244626,"11241204110000016600",11,0,2,2,2024,12,23,4,3,6,2,2,1,false,true,true,false,false,false,801748.401,5826252.9448,13.4465508160001,52.502725469,1,,,,,,,Unfälle2024 — unfallorte2024_linref,C:\Users\Tabea Simon\Desktop\Übungen\Übung 3\Unfalldaten\Daten\Unfälle2024.gpkg|layername=unfallorte2024_linref
6891552.31969682,1496837.47796625,28952,211819,"11210327110000103590",11,0,2,2,2021,3,12,7,3,2,6,0,1,false,true,false,false,false,false,801732.277852357,5826259.38996821,13.446319843,52.5027921540001,,,,,,,,Unfallorte_2021_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2021_EPSG25832_CSV/Unfallorte2021_EPSG25832_CSV/Unfallorte_2021_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891521.75403266,1496882.55467898,29367,212234,"11210712110000032441",11,0,2,2,2021,7,1,2,3,5,2,2,1,true,true,false,false,false,false,801760.888718074,5826242.50750675,13.4467247740001,52.5026250130001,,,,,,,,Unfallorte_2021_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2021_EPSG25832_CSV/Unfallorte2021_EPSG25832_CSV/Unfallorte_2021_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891210.29887924,1496359.31778398,29373,212240,"11210702110000007991",11,0,2,2,2021,7,16,6,2,6,4,0,0,true,false,true,false,false,false,801453.751868716,5826033.55008474,13.4420244570001,52.5009218590001,,,,,,,,Unfallorte_2021_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2021_EPSG25832_CSV/Unfallorte2021_EPSG25832_CSV/Unfallorte_2021_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891384.52899889,1496780.01562435,30122,212989,"11210701110000001341",11,0,2,2,2021,7,19,5,2,3,6,1,1,true,false,false,false,false,false,801703.557312732,5826155.25074641,13.4458036500001,52.501874623,,,,,,,,Unfallorte_2021_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2021_EPSG25832_CSV/Unfallorte2021_EPSG25832_CSV/Unfallorte_2021_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891368.46753777,1496767.43663321,30437,213304,"11210710110000028041",11,0,2,2,2021,7,22,7,3,6,4,2,0,false,false,true,true,false,false,801696.495078484,5826145.01611023,13.4456906510001,52.5017867930001,,,,,,,,Unfallorte_2021_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2021_EPSG25832_CSV/Unfallorte2021_EPSG25832_CSV/Unfallorte_2021_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
