Y,X,fid,OID_,UIDENTSTLAE,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstStrassenzustand,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,PLST,OBJECTID,UIDENTSTLA,IstSonstig,LICHT,STRZUSTAND,OBJECTID_1,layer,path
6891544.95463777,1496853.00725786,48430,,,11,0,2,2,2018,11,4,5,2,5,2,2,,false,true,false,false,false,,801742.0158,5826255.4975,13.4464593450001,52.5027518800001,,,,false,,0,207346,Unfallorte2018_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2018_EPSG25832_CSV/csv/Unfallorte2018_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891522.30155498,1496882.94006706,48921,,,11,0,2,2,2018,11,19,5,3,5,2,2,,true,true,false,false,false,,801761.103,5826242.8547,13.4467282360001,52.5026280070001,,,,false,,0,207837,Unfallorte2018_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2018_EPSG25832_CSV/csv/Unfallorte2018_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891374.37313378,1496772.06151277,49224,,,11,0,2,2,2018,12,19,6,3,5,7,2,,false,true,false,false,false,,801699.0916,5826148.7792,13.445732197,52.5018190870001,,,,false,,1,208140,Unfallorte2018_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2018_EPSG25832_CSV/csv/Unfallorte2018_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891539.34882911,1496894.94787789,51640,,,11,0,2,2,2019,1,7,3,3,5,3,2,,false,true,false,false,false,false,801767.780000001,5826253.667,13.4468361040001,52.5027212260001,,191174,,,,1,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891539.73834984,1496879.01449654,51805,,,11,0,2,2,2019,1,4,3,3,5,2,2,,false,true,false,false,false,false,801758.057328454,5826253.30476413,13.4466929720001,52.502723356,,191339,,,,1,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891552.0307561,1496879.10388608,52582,,,11,0,2,2,2019,2,11,3,3,5,2,0,,false,true,false,false,false,false,801757.650884779,5826260.7791672,13.446693775,52.5027905740001,,192166,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891193.06541409,1496646.34073077,52822,,,11,0,2,2,2019,2,9,3,3,3,6,0,,true,false,false,false,true,false,801629.285291215,5826033.85736327,13.444602828,52.5008276180001,,192406,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891528.69370706,1496887.44260651,53473,,,11,0,2,2,2019,3,2,7,3,2,4,2,,false,true,true,false,false,false,801763.606663746,5826246.90898333,13.4467686830001,52.5026629610001,,193057,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891187.78462007,1496643.64156708,53474,,,11,0,2,2,2019,3,9,7,2,8,1,0,,false,true,false,false,false,false,801627.838560558,5826030.54631276,13.444578581,52.5007987400001,,193058,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891250.48618121,1496338.65688648,53475,,,11,0,2,2,2019,3,6,4,3,2,2,0,,true,true,false,false,false,false,801439.6574588,5826057.19999453,13.4418388570001,52.501141622,,193059,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891407.69226812,1496798.15635989,53579,,,11,0,2,2,2019,3,16,4,3,3,6,0,,true,false,false,false,true,false,801713.7420664,5826170.01077919,13.4459666110001,52.502001288,,193163,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891256.30976608,1496678.60089657,53755,,,11,0,2,2,2019,3,16,2,3,2,6,0,,true,false,false,false,false,false,801646.571261633,5826073.50927691,13.4448926260001,52.501173468,,193339,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891539.34882911,1496894.94787789,53836,,,11,0,2,2,2019,4,19,6,2,0,2,1,,false,false,true,true,false,false,801767.780000001,5826253.667,13.4468361040001,52.5027212260001,,193420,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891541.94819458,1496859.34623494,53914,,,11,0,2,2,2019,4,15,3,2,3,6,0,,true,true,false,false,false,false,801745.990803669,5826253.90847141,13.446516289,52.50273544,,193498,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891388.89648566,1496783.4359157,54198,,,11,0,2,2,2019,3,23,6,3,5,7,2,,true,true,false,false,false,false,801705.477539594,5826158.03377272,13.4458343750001,52.501898506,,193782,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891241.87168678,1496348.30973349,54369,,,11,0,2,2,2019,4,9,4,3,3,6,0,,true,false,false,false,true,false,801445.861784497,5826052.32662911,13.44192557,52.501094514,,193953,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891532.29521537,1496889.97946638,54668,,,11,0,2,2,2019,4,13,4,3,5,2,0,,true,true,false,false,false,false,801765.017307418,5826249.19328367,13.446791472,52.5026826550001,,194252,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891234.05943747,1496664.5882217,55766,,,11,0,2,2,2019,6,18,4,3,3,6,0,,true,true,false,false,false,false,801638.867208118,5826059.45910789,13.4447667480001,52.501051793,,195350,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891518.55795874,1496880.30313096,56077,,,11,0,2,2,2019,5,18,4,3,5,2,0,,true,false,false,false,false,true,801759.636738664,5826240.48035686,13.4467045480001,52.502607536,,195661,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891270.87715861,1496325.92082354,56934,,,11,0,2,2,2019,7,17,5,3,5,2,0,,true,true,false,false,false,false,801431.133497552,5826069.11515148,13.4417244470001,52.5012531290001,,196518,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891557.0073042,1496872.88680385,57063,,,11,0,2,2,2019,7,19,2,2,5,2,0,,true,true,false,false,false,false,801753.676265389,5826263.56994971,13.4466379260001,52.502817787,,196647,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891253.37182313,1496439.82114541,57168,,,11,0,2,2,2019,6,23,7,3,0,7,2,,false,false,true,true,false,false,801501.190031253,5826062.75312746,13.442747631,52.501157402,,196752,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891225.7346211,1496451.66776562,57501,,,11,0,2,2,2019,7,1,1,3,9,1,2,,false,true,false,false,false,false,801509.443798197,5826046.40031421,13.442854051,52.5010062690001,,197085,,,,1,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891477.02831502,1496851.05048385,57554,,,11,0,2,2,2019,7,12,6,3,6,7,0,,true,false,false,false,false,true,801743.370581768,5826214.14004955,13.4464417670001,52.5023804400001,,197138,,,,1,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891232.10294759,1496646.31301222,57787,,,11,0,2,2,2019,7,17,3,3,2,6,0,,true,false,false,false,false,false,801627.805188235,5826057.58327664,13.444602579,52.5010410940001,,197371,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891208.96706558,1496358.24232637,58662,,,11,0,2,2,2019,8,12,2,3,2,2,0,,false,true,false,false,true,false,801453.146447221,5826032.70026349,13.442014796,52.5009145760001,,198246,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891554.766001,1496875.686823,58784,,,11,0,2,2,2019,8,9,6,3,5,3,0,,true,true,false,false,false,false,801755.466348409,5826262.31304134,13.4466630790001,52.502805531,,198368,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891539.34882911,1496894.94787789,59417,,,11,0,2,2,2019,9,13,5,3,5,3,0,,true,false,false,false,false,true,801767.780000001,5826253.667,13.4468361040001,52.5027212260001,,199001,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891556.2161914,1496873.87498696,59514,,,11,0,2,2,2019,9,8,4,3,5,2,0,,true,true,false,false,false,false,801754.308003374,5826263.12637433,13.446646803,52.5028134610001,,199098,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891254.56594521,1496676.88679905,59950,,,11,0,2,2,2019,9,0,1,3,0,7,2,,true,false,false,false,false,false,801645.592244914,5826072.38496234,13.4448772280001,52.5011639320001,,199534,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891208.33105744,1496514.14705434,60093,,,11,0,2,2,2019,9,8,2,3,0,5,0,,true,true,false,false,false,false,801548.165465577,5826038.16927462,13.4434153120001,52.5009110980001,,199677,,,,1,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891228.16583085,1496363.6677044,60343,,,11,0,2,2,2019,10,10,6,3,2,2,0,,false,true,false,false,false,false,801455.733000001,5826044.573,13.4420635330001,52.501019564,,199927,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891209.86914392,1496358.9706898,60725,,,11,0,2,2,2019,10,17,6,3,5,2,1,,true,true,false,false,false,false,801453.556417939,5826033.27588258,13.4420213390001,52.500919509,,200309,,,,1,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891556.19735538,1496873.89847538,61058,,,11,0,2,2,2019,10,20,6,3,5,2,2,,true,true,false,false,false,false,801754.323059334,5826263.11580277,13.4466470140001,52.502813358,,200642,,,,1,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891267.75670866,1496370.64509876,61359,,,11,0,2,2,2019,10,14,6,3,2,7,0,,true,true,false,false,false,false,801458.501357422,5826068.89811561,13.4421262120001,52.5012360650001,,200943,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891394.87469619,1496788.11790216,61917,,,11,0,2,2,2019,11,18,7,3,2,6,2,,false,true,false,false,false,false,801708.106172253,5826161.84320441,13.4458764340001,52.501931197,,201501,,,,0,,Unfallorte2019_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2019_EPSG25832_CSV/csv/Unfallorte2019_LinRef.txt?type=csv&delimiter=;&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891233.02605819,1496664.22698995,65172,,"11200122110000110000",11,0,2,2,2020,1,21,4,3,0,1,2,,true,false,false,false,false,false,801638.6858,5826058.8174,13.444763503,52.5010461420001,,136190,,,,1,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891211.73328101,1496360.47584064,66166,,"11200229110000093000",11,0,2,2,2020,2,11,7,3,2,6,0,,false,true,false,false,false,false,801454.4037,5826034.4654,13.44203486,52.5009297030001,,137184,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891213.8170408,1496377.73392393,66543,,"11200323110000048000",11,0,2,2,2020,3,17,2,3,0,6,0,,false,true,false,true,false,false,801464.8413,5826036.3801,13.442189892,52.5009410980001,,137561,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891218.87018339,1496622.18640502,66785,,"11200417110000028000",11,0,2,2,2020,4,16,6,3,6,7,0,,false,true,true,false,false,false,801613.6005,5826048.6339,13.444385846,52.5009687310001,,137803,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891206.90067931,1496385.88295594,67319,,"11200424110000046000",11,0,2,2,2020,4,10,6,3,5,2,0,,true,false,false,false,false,true,801470.0657,5826032.4823,13.442263096,52.500903276,,138337,,,,0,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
6891272.06744308,1496336.14351502,67614,,"1.120050311e+19",11,0,2,2,2020,5,0,1,3,5,3,2,,false,true,false,false,false,false,801437.3177,5826070.2225,13.441816279,52.5012596380001,,138632,,,,1,,Unfallorte2020_LinRef,"file:///C:/Users/Tabea%20Simon/Downloads/Unfallorte2020_EPSG25832_CSV/csv/Unfallorte2020_LinRef.csv?type=csv&delimiter=;&quote=''&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=XGCSWGS84&yField=YGCSWGS84&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no"
